TIME,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,8.454716996886128e-180,-1.5309090519820163e-179,-2.5001258015272013e-179,,,,-1.1763715838643354e-183,-9.167956801541642e-182,1.1898959625292572e-180,-7.527189175758898,3.798596125598679,99.25604104614753,0.32505,0.04114,0.00087,0.007968526545495139,-4.982953148597314e-05,4.0704981099637765,0.0,0.0,0.0,0.0,-0.0,0.0,99.61350106068755,0.0,2238,3126,3282,3330,3324
0.00093,9.362386030731841e-180,-2.0274681727063997e-179,-3.235970681221325e-179,,,,-1.7798322266208977e-183,-1.3841373863692984e-181,1.7964881729846241e-180,-7.560170190281132,3.7969916212839103,99.21249435044027,0.32524,0.04144,0.00087,0.008000142580098292,-5.0087028721629835e-05,4.087034395524659,-0.000688232528520965,0.0003464841284556697,0.009053439944918449,8.127538802593351e-184,1.6232071466999915e-183,-2.616606452052982e-183,99.57254819434048,0.0,2238,3126,3282,3330,3324
0.00185,9.244136679564989e-180,-2.3922174387980458e-179,-3.744362165903188e-179,,,,-2.3180476066206783e-183,-1.8001499045379807e-181,2.3364668319008047e-180,-7.593901774970322,3.794929798425811,99.16954121470073,0.32497,0.04111,0.00087,0.008038438763476135,-5.035717788899957e-05,4.106966499948148,-0.001372075180024902,0.0006890771744414906,0.018005627681831,1.65239182408419e-183,3.6176344757474876e-183,-5.76655145264639e-183,99.53223970692665,0.0,2238,3126,3282,3330,3324
0.00278,7.807380418437708e-180,-2.534837195387941e-179,-3.886238964388901e-179,,,,-2.696673396661169e-183,-2.0916395045653203e-181,2.7148307877007182e-180,-7.627880533140476,3.793277559576867,99.1284837570689,0.32478,0.04082,0.00087,0.008083272194236714,-5.0625118747909594e-05,4.130213935053118,-0.0020664396126828383,0.0010352246353878198,0.027051289537955728,2.43022235378523e-183,5.865184352950938e-183,-9.247364617246081e-183,99.49386819320739,0.0,2238,3126,3282,3330,3324
0.0037,4.854384152746571e-180,-2.3686310627362204e-179,-3.5315200551688583e-179,,,,-2.8150971221285964e-183,-2.1806481985724372e-181,2.8303939537135604e-180,-7.661433578747749,3.792968901304696,99.09039638746185,0.3252,0.0409,0.00087,0.008132952451659724,-5.0869698652794875e-05,4.1559067578716125,-0.0027563852012959062,0.0013775615931815614,0.03599611472335783,3.001597141824492e-183,8.077923439112048e-183,-1.2594702552411716e-182,99.4584879926904,0.0,2238,3126,3282,3330,3324
0.00463,3.382811536599709e-181,-1.8236488677667203e-179,-2.5798619777976393e-179,,,,-2.5785131294065584e-183,-1.9938377051031494e-181,2.587964944766566e-180,-7.693668980253242,3.7949836988503396,99.05605529970248,0.32514,0.04088,0.00087,0.008183901401003073,-5.106213949526679e-05,4.182211599369807,-0.0034568312371785746,0.0017236974329665334,0.045034862336745356,3.238468358774186e-183,9.990294813609921e-183,-1.5382501137479877e-182,99.42684011467912,0.0,2238,3126,3282,3330,3324
0.00556,-5.58498499406601e-180,-8.614380855774177e-180,-9.835411212390454e-180,,,,-1.9128285813690977e-183,-1.4740586762769895e-181,1.9133631922964276e-180,-7.723449564057412,3.800326117975008,99.02592557435905,0.32543,0.04079,0.00087,0.008230568691750269,-5.116592050895536e-05,4.206288411174021,-0.004160106225255122,0.002070168883225747,0.054070669017286986,2.9991320930383037e-183,1.121513750368215e-182,-1.7008000912151948e-182,99.3993364546766,0.0,2238,3126,3282,3330,3324
0.00648,-1.2517217102219106e-179,5.101329026588512e-180,1.2300745361523775e-179,,,,-7.811845268119153e-184,-5.931578083789883e-182,7.700419444870705e-181,-7.74939724851836,3.8099976982558994,99.00020364056326,0.325,0.04088,0.00087,0.008265629398195145,-5.113811434217544e-05,4.224391538491896,-0.004858333910519416,0.002413592355756983,0.06300679612423957,2.1822521212413417e-183,1.1373667480525982e-182,-1.689675024333816e-182,99.37610155892136,0.0,2238,3126,3282,3330,3324
0.00741,-1.980026074924909e-179,2.224015260197321e-179,3.939706492403926e-179,,,,7.997142836076148e-184,6.353816794296953e-182,-8.245047882661804e-181,-7.76993303065034,3.8249592335015823,98.97890359256785,0.32506,0.04051,0.00087,0.008280448374249526,-5.093221890368997e-05,4.232107257849611,-0.005566271440199115,0.002761872368634498,0.0720379100693397,7.080418928298421e-184,1.0126444783816695e-182,-1.4538477080446772e-182,99.35706078998905,0.0,2238,3126,3282,3330,3324
0.00834,-2.652904502557662e-179,4.1454599421702386e-179,6.91871146246985e-179,,,,2.7457846728814244e-183,2.1457706182463446e-181,-2.784893354408943e-180,-7.783355075856682,3.8460763618529454,98.96196780925337,0.32496,0.04032,0.00087,0.008265765182646224,-5.05022951675427e-05,4.224704106546562,-0.006275758007109593,0.003111798163869988,0.08106727982964088,-1.4053388840474954e-183,7.220913128128696e-183,-9.585246854061773e-183,99.34205550670758,0.0,2238,3126,3282,3330,3324
