TIME,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,4.8658006111918774e-304,-2.6515651328068162e-303,-4.2446400124611263e-303,,,,8.655408240142285e-308,6.712088371351782e-306,-8.711124411257551e-305,-1.6996690306634987,-0.10541149468690275,102.05347352157365,0.32616,0.06059,0.00087,0.00688959649978343,-4.000023977630803e-05,3.5202032837153188,0.0,0.0,0.0,0.0,-0.0,0.0,102.06768070361717,0.0,4458,5298,5448,5502,5490
0.00093,4.732914850196044e-304,-2.7941413890691668e-303,-4.158675091300123e-303,,,,3.9512062337195366e-307,3.072729685131696e-305,-3.988128578905652e-304,-1.6807928712068883,-0.07107448215059417,102.02316957506592,0.32614,0.06038,0.00087,0.00689425936340975,-4.000009652396754e-05,3.5227804042259043,-0.00015420484034667052,-8.050672562407679e-06,0.00930926218981786,4.378598038444021e-308,2.4841407155515577e-307,-3.833298234307251e-307,102.03703860069916,0.0,4458,5298,5448,5502,5490
0.00185,3.903176183859854e-304,-2.5918927044972163e-303,-3.469681834692924e-303,,,,7.417907234333795e-307,5.771140840890253e-305,-7.490498873022033e-304,-1.6632338923564989,-0.03830246745113097,101.99476272587053,0.32617,0.06058,0.00087,0.006897175732334812,-3.999989672976959e-05,3.5244626667315075,-0.0003051073920792319,-1.2986416790135127e-05,0.01851577540282992,8.275720478472085e-308,4.914642460614324e-307,-7.275670580730874e-307,102.00833023614456,0.0,4458,5298,5448,5502,5490
0.00278,2.2818478803374377e-304,-1.9690282031420958e-303,-2.0916502856632564e-303,,,,1.0899303995070935e-306,8.481380952051474e-305,-1.1008234067537258e-303,-1.648001111614218,-0.008473874622002942,101.96898534651119,0.32616,0.06027,0.00087,0.0068963354054387555,-3.999965109094786e-05,3.524223106493776,-0.0004561543436378621,-1.5120189798314241e-05,0.027819887716773718,1.1097111980716642e-307,6.9951749464476105e-307,-9.81255564741315e-307,101.98230215124312,0.0,4458,5298,5448,5502,5490
0.0037,-1.444848604549202e-305,-8.853019555835303e-304,-8.288896759340878e-306,,,,1.3916678372834424e-306,1.0830888683252074e-304,-1.4057774551756685e-303,-1.6359047519980636,0.017174315222147164,101.94638806772109,0.32619,0.06047,0.00087,0.0068900406068605705,-3.9999379888902475e-05,3.5211944342387103,-0.00060434387963923,-1.4727573715792133e-05,0.03702177285746437,1.2061618417068827e-307,8.283219973874137e-307,-1.0760174202873172e-306,101.95951411893398,0.0,4458,5298,5448,5502,5490
0.00463,-3.2815596505615536e-304,6.476958601033446e-304,2.7037158770313105e-303,,,,1.5911522369853807e-306,1.2384952018242817e-304,-1.6074891677011906e-303,-1.6274857521485815,0.03763444242466406,101.92728753879925,0.32577,0.06035,0.00087,0.006877085433245814,-3.999911306122826e-05,3.514760039197721,-0.0007532083325716353,-1.2227390022596371e-05,0.0463217763807692,1.0498776822700998e-307,8.391607558418857e-307,-9.530614754417409e-307,101.94028679203215,0.0,4458,5298,5448,5502,5490
0.00556,-6.908086970434716e-304,2.5525347777864044e-303,5.857337752285989e-303,,,,1.6299015141945947e-306,1.268831778740618e-304,-1.6468693867019992e-303,-1.6229708466558508,0.052216812540956545,101.91171512466966,0.32616,0.06035,0.00087,0.0068569066798719385,-3.999888895535016e-05,3.5046302864506456,-0.0009014827860109977,-8.128690250457138e-06,0.05562019824576733,5.850616671834234e-308,6.931774349485879e-307,-5.625361725599881e-307,101.9246507995805,0.0,4458,5298,5448,5502,5490
0.00648,-1.0668200850347687e-303,4.6768591494364534e-303,9.147932376936824e-303,,,,1.4541258554404597e-306,1.1322184356178933e-304,-1.469559922139716e-303,-1.622257389672713,0.06062834234502699,101.89937940668966,0.32634,0.06028,0.00087,0.006829678738858706,-3.999875153963999e-05,3.4908904439250787,-0.0010479269554035605,-3.0364397910722454e-06,0.06481737769758945,-2.0808589701720323e-308,3.669438045887293e-307,1.1459164729132039e-307,101.9123099448871,0.0,4458,5298,5448,5502,5490
0.00741,-1.4080312123940237e-303,6.79196498236481e-303,1.216008984353802e-302,,,,1.0236058864548725e-306,7.973301386457001e-305,-1.0349022536358406e-303,-1.6249295432821804,0.06302678017247594,101.88965629380023,0.32601,0.06029,0.00087,0.006796324537414312,-3.999874599445137e-05,3.4740061534279127,-0.0011960522581306976,2.6042741052474287e-06,0.07411352024462085,-1.3370264391088086e-307,-1.5622381141958318e-307,1.0865890429116115e-306,101.90263209586097,0.0,4458,5298,5448,5502,5490
0.00833,-1.6566075942710844e-303,8.601543669299807e-303,1.4391923050353342e-302,,,,3.213615885592176e-307,2.5092336433604217e-305,-3.2570631433006635e-304,-1.630304800542926,0.06003620011693943,101.88161681335019,0.32595,0.06021,0.00087,0.006758425301010158,-3.999891280697984e-05,3.4547777665007118,-0.0013429479631301494,8.15761415378759e-06,0.08330890271485412,-2.719975347004506e-307,-8.508712828346012e-307,2.284775176761354e-306,101.89467769510986,0.0,4458,5298,5448,5502,5490
