TIME,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,3.790943872196535e-142,1.0856997188595738e-139,-1.518581842485641e-139,,,,9.013187443924983e-143,7.007485831325361e-141,-9.09543962070383e-140,-0.25652704755431005,-0.45413590237738616,49.76305728784529,0.49109,0.16333,0.00119,0.008096740566007515,-4.9998445105662795e-05,4.1385885026874245,0.0,0.0,0.0,0.0,-0.0,0.0,49.76579062144323,1.8667750435213893e-139,1470,2442,2550,2598,2592
0.00093,-2.718157776284993e-140,1.2049362224979853e-139,-1.4580327722064203e-139,,,,8.089396005583455e-143,6.289168625351046e-141,-8.163093523254493e-140,-0.27142328538707966,-0.45108236427056436,49.71963637274567,0.49213,0.16422,0.0012,0.008058108608289417,-4.999769901330922e-05,4.118734168587539,-2.4083246362620906e-05,-4.1292889060546236e-05,0.004538052295368348,-1.2226354829044386e-144,-1.0449079441893712e-143,-1.3578274057110044e-143,49.72242338158168,1.910919852344268e-139,1470,2442,2550,2598,2592
0.00185,-5.927109143741236e-140,1.1928661620664922e-139,-1.1769025913939437e-139,,,,5.764727966411684e-143,4.4816957071377756e-141,-5.817066564734751e-140,-0.2857246792932332,-0.4484260950373859,49.67927210128522,0.49248,0.16437,0.0012,0.008020488523499235,-4.999704749158296e-05,4.099406123384068,-4.922510541678471e-05,-8.18841077952768e-05,0.009023527439167466,-5.1238986332354753e-144,-2.1269402482479375e-143,-2.5468683378893043e-143,49.68211751796217,1.7774520016729656e-139,1470,2442,2550,2598,2592
0.00278,-9.280015298288023e-140,1.0116160400596358e-139,-6.477688349498489e-140,,,,1.9398645052845443e-143,1.507860516901991e-141,-1.9571475426553877e-140,-0.29885044602088406,-0.4465087623468256,49.64388726417505,0.49212,0.16395,0.0012,0.007984960587519196,-4.9996609439535635e-05,4.081164644547765,-7.589137662067613e-05,-0.00012270790371714368,0.013554302338361983,-1.2060856554333752e-143,-3.1325478719808026e-143,-3.3792195790874206e-143,49.646794703808034,1.5179454256997584e-139,1470,2442,2550,2598,2592
0.0037,-1.2354921745358002e-139,6.35383763385174e-140,1.3063274382419878e-140,,,,-3.3062318304011416e-143,-2.57093108269267e-141,3.336961350831034e-140,-0.3103351867758518,-0.44554496283528483,49.61486542076878,0.49255,0.16462,0.0012,0.007952571668343445,-4.9996509947961964e-05,4.064551295512408,-0.00010338148748626164,-0.0001629627201197116,0.01803345281202276,-2.182383824464946e-143,-3.875773003283308e-143,-3.6125824115687814e-143,49.61783639945475,1.3954276598490318e-139,1470,2442,2550,2598,2592
0.00463,-1.4641364905888614e-139,5.765524718690258e-141,1.1253540603096138e-139,,,,-9.673578428576879e-143,-7.521433606599405e-141,9.762516925650948e-140,-0.31986162104141835,-0.4455939803691277,49.592899399672575,0.49202,0.16379,0.0012,0.007924295077092997,-4.9996864808738036e-05,4.050067818389939,-0.0001321288601700581,-0.00020361335972239567,0.02255896381595442,-3.4138599344915367e-143,-4.191913143540919e-143,-3.039645191061081e-143,49.59593265901954,1.8475501486177267e-139,1470,2442,2550,2598,2592
0.00556,-1.558455540560191e-139,-7.020821620494665e-140,2.2635026958925937e-139,,,,-1.661623425724861e-142,-1.2919174673283728e-140,1.6768571058356112e-139,-0.3272701091572163,-0.4465607223692968,49.57792491604815,0.49125,0.16399,0.0012,0.007900984419925549,-4.99977616513278e-05,4.038152217830774,-0.00016164874474066413,-0.000244310334719863,0.027082789723352495,-4.792660628380645e-143,-3.8979481399226375e-143,-1.4937673488681003e-143,49.58101613707023,2.8363969201231075e-139,1470,2442,2550,2598,2592
0.00648,-1.4649020529547228e-139,-1.5932126798665255e-139,3.430326888976391e-139,,,,-2.3343984098728213e-142,-1.8149766684366268e-140,2.355767317172082e-139,-0.33254807246307655,-0.4482243242522,49.5691434114977,0.49209,0.16393,0.0012,0.007883308925488846,-4.9999239309420716e-05,4.029145632728287,-0.00019142370000446146,-0.0002846884047337047,0.03155690032870133,-6.156980976030184e-143,-2.862173389559627e-143,1.0756301895998775e-143,49.572285319672076,4.056033435916534e-139,1470,2442,2550,2598,2592
0.00741,-1.139873456919001e-139,-2.531640830923198e-139,4.4725329328206774e-139,,,,-2.8858430164480916e-142,-2.2436969796530235e-140,2.9122294826908063e-139,-0.33580580952977823,-0.45028680908641766,49.56512685196769,0.49279,0.16473,0.0012,0.007871667973973992,-5.000126774940351e-05,4.02324880101262,-0.00022191166486238852,-0.00032567533784764573,0.0360790587681747,-7.345188396491732e-143,-9.805595878102324e-144,4.680638240209938e-143,49.568309670633305,5.264225263963493e-139,1470,2442,2550,2598,2592
0.00834,-5.587582692418371e-140,-3.401378290598739e-139,5.2079505576852436e-139,,,,-3.202884558502169e-142,-2.490166892906936e-140,3.2321379507352455e-139,-0.337245642597332,-0.45243081330428936,49.56398920502412,0.49169,0.16316,0.0012,0.007866097623681644,-5.0003731517074226e-05,4.020474617094596,-0.00025261391642834483,-0.00036685415626943143,0.04060098209078847,-8.120044737855891e-143,1.7258760797588228e-143,9.096535991656574e-143,49.56720139547951,6.245344993713043e-139,1470,2442,2550,2598,2592
0.00926,2.7492837587298893e-140,-4.061034725965734e-139,5.4421169121999895e-139,,,,-3.1709238894359148e-142,-2.4652891122283735e-140,3.199847951124482e-139,-0.33712967035860625,-0.45437537537645156,49.563602124744,0.4909,0.16295,0.00119,0.007866193902471853,-5.0006420061639954e-05,4.020609396655045,-0.0002830457768007945,-0.0004077746923398385,0.04507421377713558,-8.248125815537517e-143,5.093364577613703e-143,1.3902485438116979e-142,49.5668313388733,6.795897670169327e-139,1470,2442,2550,2598,2592
