TIME,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-9.886436707347273e-134,4.141025535907986e-133,4.0365168609181416e-133,,,,6.50901167567374e-137,5.056559483479105e-135,-6.563247799963332e-134,4.212989084558923,-4.100508689472146,48.696651843018685,0.57836,0.20495,0.00136,0.005940803935539823,-3.8493654450862215e-05,3.0383434864981282,0.0,0.0,0.0,0.0,-0.0,0.0,49.050253304740686,5.866768886295276e-133,1446,2322,2460,2508,2502
0.00093,-1.2053098906154451e-133,4.706959820409458e-133,4.801140119438627e-133,,,,3.885615747647735e-137,3.0186261249717904e-135,-3.9181103684810625e-134,4.40953706691627,-3.643569638605725,48.685634698360346,0.57703,0.2047,0.00136,0.009254060032076992,-5.799780955388196e-05,4.731103294676251,0.00039332946418876814,-0.00035325774905276426,0.0044422390740148174,-1.0008048263133015e-137,-4.0361412400645474e-137,4.0314297964444456e-137,49.02051247016974,6.830753189059579e-133,1446,2322,2460,2508,2502
0.00185,-1.3199628000152648e-133,4.790122645593682e-133,5.129765332055675e-133,,,,-6.716911744186918e-139,-5.203930705492533e-137,6.747394789671802e-136,4.619401691553427,-3.173383488134326,48.67619069263178,0.57659,0.20364,0.00136,0.012667726807218383,-7.811333528956817e-05,6.475226748291354,0.0008007693546034717,-0.0006608795758500359,0.008835788806608728,-2.1403593806873156e-137,-8.321794673673124e-137,8.512850190485766e-137,48.99776296012036,7.141573294114808e-133,1446,2322,2460,2508,2502
0.00278,-1.2859653392297724e-133,4.233565569022564e-133,4.845466863913717e-133,,,,-5.20118192950193e-137,-4.0403445272354025e-135,5.244122859655886e-134,4.846727276629005,-2.679613397332959,48.67715628840547,0.57765,0.20434,0.00136,0.016236343605997516,-9.917171480790451e-05,8.29861620633493,0.0012325810266805655,-0.0009278728082759542,0.013276707759169214,-3.329092590326028e-137,-1.2438085408093544e-136,1.3063201985160144e-136,48.99118938726675,6.561656300828284e-133,1446,2322,2460,2508,2502
0.0037,-1.0632632448707167e-133,2.921848058182318e-133,3.803091257337741e-133,,,,-1.1159707192764734e-136,-8.669183267686716e-135,1.1252166606041078e-133,5.09192865527736,-2.1581504093236132,48.696702763310284,0.57825,0.20492,0.00136,0.01996915340588173,-0.00012122942326766937,10.206014414988951,0.0016810728142637723,-0.0011461817378151389,0.01767080052273694,-4.389205481187214e-137,-1.566703736150602e-136,1.6965950322956077e-136,49.00973587602661,4.912354620203589e-133,1446,2322,2460,2508,2502
0.00463,-6.259264259264192e-134,8.095600759478495e-134,1.9189710134492212e-133,,,,-1.736416441176554e-136,-1.348909436505239e-134,1.750822549423785e-133,5.350761795634998,-1.6129480866099755,48.74165012690453,0.57735,0.20448,0.00136,0.023818060093967804,-0.00014399563687935647,12.172847824852408,0.0021574318032178156,-0.0013182060523548934,0.022115597147353422,-5.15975468736639e-137,-1.7369175153011507e-136,1.957615485870961e-136,49.060989700752046,2.174769219411577e-133,1446,2322,2460,2508,2502
0.00556,2.9998390458347896e-135,-2.0512832967079963e-133,-7.989450081399745e-134,,,,-2.3027578754465858e-136,-1.7888725462989688e-134,2.3218790909804477e-133,5.614138585759671,-1.0563489894730136,48.81689327314584,0.57916,0.20474,0.00137,0.02767658804252697,-0.00016682706319578862,14.144694835762316,0.002657612181465706,-0.001439970042426033,0.02656587644236182,-5.431596199665682e-137,-1.6802744480013456e-136,2.0087071521421503e-136,49.150010112810634,2.2015849274591024e-133,1446,2322,2460,2508,2502
0.00648,8.793197728514278e-134,-5.489116730294213e-133,-4.224600552860607e-133,,,,-2.7201029715476725e-136,-2.1130915385517604e-134,2.742705828679595e-133,5.8687502420786615,-0.5078369131889247,48.92500657872726,0.57833,0.20344,0.00136,0.03139025795127202,-0.00018879203811383069,16.042590427032447,0.0031757890227107383,-0.0015105554954695556,0.030976577415077443,-5.021257285290513e-137,-1.3400063563828438e-136,1.7820146351564383e-136,49.27835626786674,6.9821812904674325e-133,1446,2322,2460,2508,2502
0.00741,1.862419454920173e-133,-9.200626641987203e-133,-8.095752844050087e-133,,,,-2.885656441522715e-136,-2.241710386372591e-134,2.909652785434361e-133,6.098415190568573,0.008520773974926706,49.06608025273257,0.57762,0.20144,0.00136,0.034776338886921186,-0.0002087910809084096,17.773124069127782,0.003721689224669091,-0.001533332550134011,0.03544658782752473,-3.7705718104540806e-137,-6.699116778411684e-137,1.2200032344262613e-136,49.44361406499063,1.2396021577234163e-132,1446,2322,2460,2508,2502
0.00834,2.8831569842211633e-133,-1.275316311896112e-132,-1.2009347971397579e-132,,,,-2.700605179798071e-136,-2.0979661894692388e-134,2.7230845323083417e-133,6.28593473398834,0.46740333312867527,49.23780650187445,0.57371,0.19878,0.00136,0.0376489024179118,-0.000225708845544672,19.241248048574278,0.0042866199230026415,-0.0015116225581023194,0.039930867077666264,-1.6058059340931723e-137,3.3154337278913107e-137,3.0287890307839243e-137,49.639631651250305,1.775331525187914e-132,1446,2322,2460,2508,2502
