TIME,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-8.423790633869674e-128,-3.50387139317474e-128,-1.0814881438223651e-127,,,,1.2056149344575512e-131,9.35522867474205e-130,-1.21462728218187e-128,0.705993733729956,-0.5616088738731039,40.11461423203791,0.52767,0.19623,0.00127,0.01463144455933201,-8.998361681374561e-05,7.475618711151559,0.0,0.0,0.0,0.0,-0.0,0.0,40.12475678012886,1.414917043172543e-127,1332,2214,2352,2400,2394
0.00093,-1.6796875542974178e-127,1.3432899963575499e-127,1.5193261317316215e-127,,,,-4.3265230121185236e-132,-3.461388994227132e-130,4.4881067768888846e-129,0.715683635692519,-0.5533476453049267,40.12726852233946,0.52806,0.19731,0.00127,0.014602278421591853,-8.947387550286154e-05,7.461029926111585,6.485194572226033e-05,-5.086041405708464e-05,0.0036603538446650552,-1.1504785186559976e-131,-4.5292753178168623e-132,1.9972636575462606e-132,40.13746473990227,2.6332736638903446e-127,1332,2214,2352,2400,2394
0.00185,-2.5360819939481993e-127,3.3606698723087773e-127,4.69263605279886e-127,,,,-2.504310518173367e-131,-1.965790948945456e-129,2.550978413408234e-128,0.7256933723806734,-0.5442092401813455,40.14064595844944,0.52853,0.19683,0.00127,0.014579201415774182,-8.902195053091915e-05,7.449532900961006,0.00012989552458857122,-0.00010038876607153816,0.0072825237535251355,-3.0528866849973147e-131,-2.575636462116053e-131,3.002936421145851e-131,40.15089354584029,6.304494190234442e-127,1332,2214,2352,2400,2394
0.00278,-3.2984614546099485e-127,5.519279611651076e-127,8.170484632750775e-127,,,,-4.852391439271272e-131,-3.800459934913878e-129,4.932281575986667e-128,0.7360079135049873,-0.5334625624755263,40.15596289831677,0.52831,0.19609,0.00127,0.014566728891349747,-8.866969854619795e-05,7.443427441477019,0.00019657322129617444,-0.00014954838185743535,0.010945374011439812,-5.714401197208842e-131,-6.626358618466599e-131,8.870641868669598e-131,40.16625008941335,1.039707240203469e-126,1332,2214,2352,2400,2394
0.0037,-3.8327071395269515e-127,7.562087130410768e-127,1.156194468119493e-126,,,,-7.234287464174836e-131,-5.6602940346903184e-129,7.346319071158193e-128,0.7464816502660787,-0.520620388747097,40.17427979918431,0.52817,0.19603,0.00127,0.01456759586219649,-8.844424731246171e-05,7.444106775152735,0.0002634720453509076,-0.00019711492911430746,0.014570356543407246,-8.93241233699906e-131,-1.2529456174489429e-130,1.777509792088074e-130,40.18458706801044,1.4337132579296208e-126,1332,2214,2352,2400,2394
0.00463,-3.995964814510094e-127,9.170715083844576e-127,1.4370333530688897e-126,,,,-9.329626552669592e-131,-7.294767072356333e-129,9.467932780656829e-128,0.7568194729838434,-0.5055055262814462,40.19646907394876,0.5287,0.19636,0.00127,0.014582320707094344,-8.835473549958916e-05,7.45183476195153,0.00033204738103963764,-0.00024392320191720697,0.018236588809378517,-1.2503578478912366e-130,-2.0162374896555212e-130,2.960449561140472e-130,40.20677104126503,1.7509318539883236e-126,1332,2214,2352,2400,2394
0.00556,-3.6538389115569524e-127,9.991148183318934e-127,1.6030289340283776e-126,,,,-1.0761311027707267e-130,-8.409171597699216e-129,1.0914611612888842e-127,0.7665847190093283,-0.4882691916009591,40.22321233811616,0.52779,0.19665,0.00127,0.014609145615227038,-8.839227089717397e-05,7.465715136290326,0.00040153974836369417,-0.0002892557263354897,0.02190505320651198,-1.5993151195613741e-130,-2.890334625382086e-130,4.347219574334197e-130,40.23347946340293,1.9239120487846126e-126,1332,2214,2352,2400,2394
0.00648,-2.70159148512137e-127,9.67212916163178e-127,1.596554572766732e-126,,,,-1.1130765431754974e-130,-8.692210987209452e-129,1.1282301677855863e-127,0.775237166297861,-0.46936147410624784,40.25501308067988,0.52878,0.19661,0.00127,0.014644353762715558,-8.853279982950776e-05,7.483852915957257,0.00047111600276006637,-0.00033246976775619315,0.025536713606760568,-1.88611027164188e-130,-3.777659678850332e-130,5.791063627610558e-130,40.265212913668954,1.8861265319537935e-126,1332,2214,2352,2400,2394
0.00741,-1.08761028532915e-127,7.914736564297454e-127,1.366562101394558e-126,,,,-1.0066781439762597e-130,-7.854204309229596e-129,1.0194991908012022e-127,0.7821989565244905,-0.44946144513529024,40.292210645248076,0.52784,0.1962,0.00127,0.014682898506137725,-8.874200601826881e-05,7.5036750768166085,0.0005421607876567922,-0.0003743832534517748,0.02921099603785436,-2.058960394203636e-130,-4.579910939237183e-130,7.142733745279343e-130,40.30230873634032,1.5829565651393338e-126,1332,2214,2352,2400,2394
0.00834,1.1634274838794786e-127,4.5296318990575694e-127,8.776476173978421e-127,,,,-7.285276518687139e-131,-5.6737984104318305e-129,7.365342749915265e-128,0.7869401402185627,-0.4293791670704339,40.334985908167965,0.52824,0.19573,0.00127,0.01471923289679143,-8.89811236111058e-05,7.522353544935239,0.0006137394212633717,-0.0004144728862384572,0.03288892654943327,-2.0555018789659652e-130,-5.1475794732458176e-130,8.166463671652278e-130,40.34494676493588,9.944730397734114e-127,1332,2214,2352,2400,2394
