TIME,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-6.228739702683386e-194,2.1486557692158356e-193,6.960465728968828e-193,,,,2.529632928552551e-196,1.965680064106672e-194,-2.5513866885430513e-193,-8.444357787915184,1.3176110275740218,60.990272657548346,0.37316,0.08954,0.00096,0.029522654919939606,-0.00017984825319168575,15.090029833783131,0.0,0.0,0.0,0.0,-0.0,0.0,61.58617244245982,0.0,2454,3366,3516,3564,3558
0.00093,-1.6226021958143996e-194,1.598892011486751e-193,6.736043986138723e-193,,,,2.0991599088638473e-196,1.6307424446438948e-194,-2.1166580573335026e-193,-8.36633206637141,1.2872837542489246,60.64120169587123,0.37363,0.08984,0.00097,0.029452301362731702,-0.0001785376911187883,15.053503208114202,-0.0007668448337380645,0.00011882618281502644,0.005548402149842765,-3.581507377128243e-198,-1.709500133384196e-197,6.247868354192037e-197,61.22914301889325,0.0,2454,3366,3516,3564,3558
0.00185,4.596052844156018e-194,6.61651003441132e-194,5.509207327231265e-193,,,,1.2477125016923346e-196,9.686114528942125e-195,-1.2572449061673416e-193,-8.288542150446538,1.2569129685599572,60.29594505211493,0.37411,0.09031,0.00097,0.029381343839225874,-0.00017726819105581026,15.016693058482781,-0.0015184126876461913,0.00023363560412850004,0.011005811833992388,-2.2397080375576043e-198,-2.7295927743005525e-197,1.1773660461863379e-196,60.875945585411046,0.0,2454,3366,3516,3564,3558
0.00278,1.2049885708473434e-193,-6.497032685185652e-194,3.1482948207357528e-193,,,,-3.3340738013269977e-198,-2.7371330204152284e-196,3.5496197347830665e-195,-8.210468773311726,1.2262743692080764,59.95468847819446,0.37476,0.0912,0.00097,0.02930819770416617,-0.00017606076769391966,14.978818759886888,-0.00227103981944981,0.0003469099193217955,0.016491224858427744,5.353586522302609e-198,-2.735042912801505e-197,1.5722909929190753e-196,60.52669011951213,0.0,2454,3366,3516,3564,3558
0.0037,2.007648814114869e-193,-2.265862658419137e-193,-3.606239712564563e-194,,,,-1.6956107598260154e-196,-1.3195382074629969e-194,1.7126752489476874e-193,-8.131682535956015,1.1952078585318997,59.61760068775653,0.3756,0.09141,0.00097,0.029231512295364265,-0.00017493614518102122,14.93921546890906,-0.0030084957394318265,0.00045618172633078973,0.021887043979330452,1.985093398568309e-197,-1.4193646326115972e-197,1.6980874276726781e-196,60.18148464814952,0.0,2454,3366,3516,3564,3558
0.00463,2.7734451084458834e-193,-4.0543434010547063e-193,-4.876356187243721e-193,,,,-3.6232292447779377e-196,-2.817772148072505e-194,3.657325062374714e-193,-8.051885433400129,1.163628032867973,59.28482529044641,0.37591,0.09197,0.00097,0.029150172661152118,-0.00017391341840549134,14.89733289637129,-0.0037467334677059607,0.000563783563770832,0.027310956493965144,4.166061107753233e-197,1.4636921645082865e-197,1.4591947222724548e-196,59.84043281051894,0.0,2454,3366,3516,3564,3558
0.00556,3.384997940769892e-193,-5.818844032755983e-193,-1.007545826377899e-192,,,,-5.628604425469604e-196,-4.3762157777552275e-194,5.680129501961449e-193,-7.970932969799904,1.1315204141568853,58.956430970363215,0.37682,0.09225,0.00097,0.029063259560690263,-0.00017300747704168226,14.85271325455977,-0.004477638363395535,0.0006684802029045414,0.03270470876018637,6.97532728129875e-197,5.967494710252541e-197,7.77145278367377e-197,59.503586981121565,0.0,2454,3366,3516,3564,3558
0.00648,3.710979693045395e-193,-7.307266472348623e-193,-1.5442230510808557e-192,,,,-7.456852291507268e-196,-5.796724724369543e-194,7.523905597717172e-193,-7.888840181747661,1.0989277130693074,58.63234911146191,0.37686,0.09253,0.00097,0.028969994801587483,-0.00017222587172496698,14.80496233530392,-0.00519332648663227,0.0007691314050937506,0.038011020050158814,1.0177458148334234e-196,1.1890783336786045e-196,-3.743659452746603e-197,59.17088645491174,0.0,2454,3366,3516,3564,3558
0.00741,3.620139077864014e-193,-8.229896385399862e-193,-2.0282379219927737e-192,,,,-8.800901184448322e-196,-6.840617417515865e-194,8.87885412468329e-193,-7.805775988097235,1.0659321886716742,58.31232943709974,0.3779,0.09268,0.00097,0.028869697620412048,-0.0001715661200624345,14.753726979904123,-0.0059092599451439996,0.0008678847368015181,0.04334562697916928,1.3521657942466125e-196,1.8978293231790887e-196,-2.003997605056793e-196,58.84211174480443,0.0,2454,3366,3516,3564,3558
0.00833,2.9995390373818225e-193,-8.288279681964031e-193,-2.3765578779345654e-192,,,,-9.328388329328117e-196,-7.249589548594418e-194,9.409705569890872e-193,-7.7220482034672315,1.0326395343144579,57.995932522016396,0.37776,0.09335,0.00097,0.028761768615781648,-0.00017101435577487173,14.69868747344149,-0.006609968539612538,0.0009625848843729904,0.048594153608336355,1.6508853888751962e-196,2.6432285363949523e-196,-3.9917057577320058e-196,58.516874164319304,0.0,2454,3366,3516,3564,3558
