TIME,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,-9.71553118369465,3.080089446006727,58.3041278561386,0.16,0.05005,0.00055,-0.000979242330925339,9.999999999999914e-06,0.5014415578470661,-2.3795982791804495e-170,-4.675382725487064e-170,-2.124231244502899e-169,,,,4.578408744807441e-173,3.554313863876535e-171,-4.6133669235603494e-170,0.0,0.0,0.0,0.0,-0.0,0.0,59.18825746921176,0.0,2148,2952,3148,3196,3196
0.00083,-9.729039013974024,3.092221417643153,58.24813458767214,0.15925,0.05047,0.00055,-0.0010427918718367566,9.999999999999955e-06,0.5336126496686293,8.613932571903586e-170,-9.7441989372771e-170,-1.4284454092787958e-169,,,,2.6569268457965823e-173,2.0555322392821214e-171,-2.6680079399001386e-170,-0.0007916176196023883,0.0002512840337254821,0.004745017432481201,2.5380910055819805e-174,5.870427988636232e-174,-1.4463479559043348e-173,59.13595536029436,0.0,2148,2952,3148,3196,3196
0.00167,-9.742031247675342,3.103594139765958,58.195315407260445,0.15955,0.05007,0.00055,-0.001103383436493523,9.999999999999999e-06,0.5642925303687565,2.172320165941132e-169,-1.4987415982975363e-169,-3.2485594384139527e-170,,,,-2.1201658084597714e-174,-1.799358334022385e-172,2.3354199491411274e-171,-0.0015938646565228655,0.0005065640263218524,0.009542720459172413,1.5037597051568351e-173,1.6060347968078653e-173,-2.168743179416916e-173,59.08666689504153,0.0,2148,2952,3148,3196,3196
0.0025,-9.75427947308103,3.1135617645731233,58.14834110845105,0.1596,0.05026,0.00055,-0.0011581568661032484,1.0000000000000047e-05,0.5920326959095583,3.576616382592878e-169,-1.972991423466182e-169,1.1562096656883521e-169,,,,-3.915641148329373e-173,-3.063739080374751e-171,3.976606636781489e-170,-0.002387588710430939,0.000759673768921353,0.014279245231411802,3.8442380081132584e-173,3.0194293859632015e-173,-1.8302866089471923e-173,59.04294884713635,0.0,2148,2952,3148,3196,3196
0.00333,-9.76564612997738,3.1216014083301418,58.109183641592196,0.15981,0.05015,0.00055,-0.0012049827516946265,1.0000000000000094e-05,0.6157550959460246,4.907517374986368e-169,-2.3162722220688794e-169,2.9229037960125705e-169,,,,-8.191361723570568e-173,-6.390940237352438e-171,8.295185622319706e-170,-0.0031822741616198513,0.0010135166144350043,0.019012263450273188,7.298256122830134e-173,4.765652955015208e-173,-1.6961833198682123e-174,59.006689986650805,0.0,2148,2952,3148,3196,3196
0.00417,-9.776096534838777,3.1273528978517415,58.078949630255984,0.15943,0.04996,0.00055,-0.0012426851557949018,1.0000000000000135e-05,0.6348652348036681,5.958216073896019e-169,-2.4414969606469594e-169,4.816075787498028e-169,,,,-1.2618109618951888e-172,-9.833342177634456e-171,1.2763291998590672e-169,-0.003987433042895607,0.0012709860297583102,0.023799446917339876,1.1775155618438655e-172,6.725949013677789e-173,3.0189960360112155e-173,58.97895209106381,0.0,2148,2952,3148,3196,3196
0.005,-9.78569211852804,3.130642094778229,58.05785891139613,0.16043,0.05058,0.00055,-0.0012711109041936444,1.0000000000000158e-05,0.6492873408645711,6.498502813314886e-169,-2.2656102137413612e-169,6.611087519559378e-169,,,,-1.6627033963808703e-172,-1.294790978681096e-170,1.68058834429717e-169,-0.00478382280165715,0.0015257583929007652,0.028527550598283345,1.6846472728205523e-172,8.642282950978889e-173,7.671165625763891e-173,58.95994972470548,0.0,2148,2952,3148,3196,3196
0.00583,-9.794566695326491,3.1314872968952585,58.045348862233006,0.16005,0.04987,0.00055,-0.0012910435868431836,1.0000000000000162e-05,0.6594206667139823,6.299664884372221e-169,-1.7223287946575748e-169,8.029264101441049e-169,,,,-1.9535935298108192e-172,-1.5203665533027069e-170,1.97337716252885e-169,-0.005580964508357388,0.0017806990736298804,0.03325428634155945,2.2056798770449408e-172,1.0265832740383221e-172,1.363147237594748e-172,58.949149900385756,0.0,2148,2952,3148,3196,3196
0.00667,-9.802891703833893,3.130088687253157,58.04026547890138,0.16042,0.05058,0.00055,-0.0013039831832044645,1.0000000000000145e-05,0.6660274859182543,5.1666779049047183e-169,-7.763921373324594e-170,8.760292589762883e-169,,,,-2.0609800702236583e-172,-1.6028890335904623e-170,2.0804887068815454e-169,-0.006388418989319594,0.0020386885273287634,0.038037245823642866,2.678116132648729e-172,1.1295355738781755e-172,2.0549105523857322e-172,58.945454089425056,0.0,2148,2952,3148,3196,3196
0.0075,-9.810839016254645,3.1268020713866047,58.04109608365417,0.16113,0.05077,0.00055,-0.0013118363635080592,1.0000000000000111e-05,0.6700756032120951,2.97541776297718e-169,5.6220049707434526e-170,8.495757728336723e-169,,,,-1.914690105430878e-172,-1.487819505562723e-170,1.9311335321972245e-169,-0.007186923387530479,0.002293415935449126,0.04276309217489685,3.009593060431703e-172,1.1382556368405437e-172,2.7574302449110445e-172,58.947419688977625,0.0,2148,2952,3148,3196,3196
