REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,TIME,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time,lead_peak_z,lead_valley_y
2.0766582758258787,8.166526153194363,53.44996859384092,0.10438,0.04131,0.00044,0.7660723381943783,-2.9142825775428018e-154,4.656729308070911e-154,-1.326285232204446e-153,,,,3.0425873086843286e-155,-0.053045107638715665,-2.82475525708192,-21.426009737063463,0.0,-0.0,0.0,0.0,54.110108128592245,1.435553630160769e-153,3252,3996,4122,4170,4182,4031,4097
2.073316959516188,8.174877819619947,53.42260018533503,0.10446,0.0417,0.00044,0.7681430994604722,-3.0638752761183957e-154,4.677978219400585e-154,-1.082161404199499e-153,,,,3.371241459627047e-155,-0.052856597829030384,-2.8240129598926087,-21.42115512312997,-2.715537648670701e-158,-4.24022756686733e-158,-1.094020545470174e-157,0.001,54.08420731731667,1.2181056703040957e-153,3252,3996,4122,4170,4182,4031,4097
2.069931407923942,8.18308062965213,53.39568830233744,0.10405,0.04128,0.00044,0.7701946798231188,-3.0612653143002455e-154,4.4267387901056904e-154,-7.267908754742025e-154,,,,3.5641834706975997e-155,-0.05266839358275598,-2.823269910727435,-21.416302974841894,-5.497841208369504e-158,-8.375983501225101e-158,-1.9157248464187024e-157,0.002,54.05873614787228,9.04377461614452e-154,3252,3996,4122,4170,4182,4031,4097
2.0665078484297594,8.190923640384076,53.369736860563656,0.10324,0.04142,0.00044,0.7721852077703861,-2.8771419988066265e-154,3.8651152329273816e-154,-2.5964985528347096e-154,,,,3.5837323608192865e-155,-0.052480498635733314,-2.822526132691739,-21.411453227834485,-8.195322443664608e-158,-1.214250193851226e-157,-2.3638088562636712e-157,0.003,54.03416046665323,5.4734693367166144e-154,3252,3996,4122,4170,4182,4031,4097
2.0630536349935498,8.198215937105683,53.34520122214797,0.10498,0.04143,0.00044,0.7740756224737608,-2.4872529754072907e-154,2.9662280437164916e-154,3.132780243098971e-154,,,,3.3951649409156076e-155,-0.052292916106880076,-2.8217816671449696,-21.406605774168444,-1.0632062468168376e-157,-1.5245593277487003e-157,-2.3394486243016882e-157,0.004,54.010901013441085,4.97988435835149e-154,3252,3996,4122,4170,4182,4031,4097
2.0595775931364226,8.2047947496611,53.32247017955112,0.10476,0.04128,0.00044,0.7758310936794908,-1.874817482046343e-154,1.7179359964839384e-154,9.785957353434462e-154,,,,2.9693415456765304e-155,-0.05210564838017198,-2.8210365715124714,-21.401760467559317,-1.261350338079251e-157,-1.7373343014962337e-157,-1.7526237331657114e-157,0.005,53.9893169321055,1.0110944861991875e-153,3252,3996,4122,4170,4182,4031,4097
2.056090321286883,8.210531605481034,53.30185264232912,0.10454,0.04108,0.00044,0.777422213522371,-1.0329650010849677e-154,1.2640722941769654e-155,1.7148498360493907e-153,,,,2.2855099370214228e-155,-0.051918696957265045,-2.8202909164490926,-21.396917130030022,-1.3934343847099768e-157,-1.8211123413139575e-157,-5.291443549349706e-158,0.006,53.96969364151015,1.7180046318359497e-153,3252,3996,4122,4170,4182,4031,4097
2.052604510570839,8.215336253620174,53.28356915051481,0.10466,0.0411,0.00044,0.7788259054490544,3.293996620266424e-156,-1.7807009457493735e-154,2.492239334505747e-153,,,,1.334156080974692e-155,-0.051732062281903045,-2.819544782545048,-21.392075559553582,-1.4388598434936221e-157,-1.7459671715371704e-157,1.3818973595223627e-157,0.006,53.95223513863494,2.498594947055907e-153,3252,3996,4122,4170,4182,4031,4097
2.0491353741516876,8.219158249536529,53.267748040001095,0.1036,0.04145,0.00044,0.7800259961349891,1.3032465090275092e-154,-3.951717275957155e-154,3.272761769295621e-153,,,,1.1974230999050704e-156,-0.05154574353029637,-2.8187982567815495,-21.387235538255563,-1.3781644793370875e-157,-1.485575962739688e-157,4.000610000643597e-157,0.007,53.937060536940315,3.2991081836591705e-153,3252,3996,4122,4170,4182,4031,4097
2.0457012600598548,8.221986257853398,53.2544260793717,0.10333,0.04162,0.00044,0.7810134108051118,2.7424135206432308e-154,-6.309362936351062e-154,4.0108725107790974e-153,,,,-1.336850833888401e-155,-0.05135973835416092,-2.81805142894612,-21.382396840761782,-1.1943931171010619e-157,-1.01947335530372e-157,7.309151459544386e-157,0.008,53.92420466463094,4.069445567092831e-153,3252,3996,4122,4170,4182,4031,4097
2.0423244580846056,8.223845301177935,53.24355335852175,0.10369,0.04156,0.00044,0.7817859883363744,4.2980349975764575e-154,-8.750363525647643e-154,4.6547176541960437e-153,,,,-2.9963808222402675e-155,-0.05117404255926724,-2.8173043882045494,-21.377559242294993,-8.745855194638632e-158,-3.353954974198835e-158,1.1245437003849478e-156,0.009,53.9136225361601,4.7557140480687113e-153,3252,3996,4122,4170,4182,4031,4097
