REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_Z,kh_time,fc_time,mer_time,br_time,mir_time,lead_peak_z,lead_valley_y
2.2138426317459703,8.093382300616923,49.0812451304852,0.10194,0.04066,0.00043,0.6845179972388408,7.4523499484578e-155,-3.625522334230749e-154,-3.454083058637193e-155,,,,-5.997044550145318e-157,3240,4008,4152,4194,4206,4039,4112
2.2037184920708417,8.101022677646128,49.08748241168263,0.10243,0.04015,0.00044,0.6850468662374322,8.919861218284793e-155,-3.919533486112949e-154,-1.1628093697135673e-154,,,,-4.4524515411551003e-156,3240,4008,4152,4194,4206,4039,4112
2.1937500744147047,8.108471762567305,49.09334514989169,0.1027,0.0403,0.00044,0.6855842728556549,1.014405079380095e-154,-4.0387062399736484e-154,-2.0696964631773464e-154,,,,-8.787787681085158e-156,3240,4008,4152,4194,4206,4039,4112
2.1840317220532044,8.115514216855868,49.09838935546539,0.10354,0.04056,0.00044,0.686122880760171,1.1005429344230461e-154,-3.942147002879985e-154,-3.02977035529758e-154,,,,-1.3442795605163324e-155,3240,4008,4152,4194,4206,4039,4112
2.174650564654408,8.121954031728285,49.10222711610766,0.10269,0.04031,0.00044,0.6866558642665894,1.1382827997241133e-154,-3.593801476936755e-154,-3.996559765603281e-154,,,,-1.8204117059104735e-155,3240,4008,4152,4194,4206,4039,4112
2.165683655868862,8.127623155493424,49.1045474657449,0.10207,0.04082,0.00044,0.6871768542389961,1.1160237731524547e-154,-2.965523338999665e-154,-4.914199928199271e-154,,,,-2.2810803457431284e-155,3240,4008,4152,4194,4206,4039,4112
2.157195921697106,8.132388454757425,49.10512987272192,0.10243,0.04061,0.00044,0.6876799686323074,1.0234667717676e-154,-2.040269401331282e-154,-5.718917301503666e-154,,,,-2.6960532342741933e-155,3240,4008,4152,4194,4206,4039,4112
2.1492389656188347,8.136156595350661,49.10385017381208,0.10209,0.04052,0.00044,0.6881599087448805,8.524755214196945e-155,-8.152568136084767e-155,-6.341269338159074e-154,,,,-3.031947366939891e-155,3240,4008,4152,4194,4206,4039,4112
2.141850702977728,8.138876610782614,49.10067985332954,0.10299,0.04078,0.00044,0.6886120770690014,5.979763422273224e-155,6.951117228433382e-155,-6.709153053448195e-154,,,,-3.253592910485986e-155,3240,4008,4152,4194,4206,4039,4112
2.135055743954182,8.140540159277686,49.09568014808539,0.10121,0.04059,0.00043,0.6890326781782403,2.588510374689883e-155,2.4567726028501472e-154,-6.75155333223904e-154,,,,-3.325766829799578e-155,3240,4008,4152,4194,4206,4039,4112
2.128866383500865,8.141179692214058,49.08899256425781,0.10221,0.04088,0.00044,0.6894187831445139,-1.612312444258419e-155,4.41420928023408e-154,-6.402952549099772e-154,,,,-3.21526527448463e-155,3240,4008,4152,4194,4206,4039,4112
2.1232840003298485,8.14086489696696,49.08082717602505,0.10231,0.04089,0.00044,0.6897683521631996,-6.5310417579420196e-155,6.489581789632842e-154,-5.608268791335049e-154,,,,-2.8932577687578043e-155,3240,4008,4152,4194,4206,4039,4112
2.118300653519256,8.139697806944424,49.071449663092785,0.10207,0.0406,0.00044,0.6900802190468194,-1.2015820384705414e-154,8.583007702609121e-154,-4.328133027719821e-154,,,,-2.3378385593949892e-155,3240,4008,4152,4194,4206,4039,4112
2.1139007107355754,8.137806920657622,49.06116756492096,0.10247,0.04061,0.00044,0.6903540461563573,-1.7851923349388784e-154,1.0574200812477545e-153,-2.54425880847797e-154,,,,-1.5366624322597624e-155,3240,4008,4152,4194,4206,4039,4112
2.1100624158447534,8.135340601238719,49.050315883157054,0.1029,0.0409,0.00044,0.6905902532362236,-2.3762283634589084e-154,1.2325633498464725e-153,-2.646049072762509e-155,,,,-4.89525497811914e-156,3240,4008,4152,4194,4206,4039,4112
2.106759365546168,8.132459990094514,49.039242096822925,0.10168,0.04067,0.00043,0.6907899133586379,-2.9411805905198037e-154,1.3687330753405332e-153,2.4720144386462793e-154,,,,7.89272305925807e-156,3240,4008,4152,4194,4206,4039,4112
2.1039619036341977,8.129331678819309,49.028290831219444,0.10265,0.04057,0.00044,0.6909546113447821,-3.441594645838758e-154,1.4503328286061403e-153,5.592251226744468e-154,,,,2.268964941713797e-155,3240,4008,4152,4194,4206,4039,4112
2.101638453690929,8.126120412509376,49.017788692503665,0.10169,0.04062,0.00043,0.6910862786610311,-3.835387798077646e-154,1.461973498936566e-153,8.985875232956337e-154,,,,3.9009517400264555e-155,3240,4008,4152,4194,4206,4039,4112
2.0997567813040825,8.122982099314722,49.00803000755327,0.10168,0.04065,0.00043,0.6911870346308031,-4.0786348276099874e-154,1.389423364305818e-153,1.250515170745557e-153,,,,5.618218466159779e-155,3240,4008,4152,4194,4206,4039,4112
2.09828512098804,8.120057365751533,48.99926428921941,0.10279,0.04078,0.00044,0.6912590595662574,-4.1278085712173766e-154,1.220673651699804e-153,1.5966316185228436e-153,,,,7.335735078196007e-155,3240,4008,4152,4194,4206,4039,4112
2.097193084268327,8.11746585582637,48.991686122491416,0.10206,0.04069,0.00043,0.6913045059556396,-3.942430678869835e-154,9.470789403095717e-154,1.9153465189991562e-153,,,,8.95199573523208e-155,3240,4008,4152,4194,4206,4039,4112
