TIME,REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_X,REAR_FREEMOMENT_Y,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_X,LEAD_FREEMOMENT_Y,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time
0.0,0.7937431837646713,0.40468421839489943,99.02051141735143,0.11869,0.12852,0.00047,-0.013314383722471589,8.000013174459065e-05,6.803223669961671,-3.8116845947083326e-288,1.400586006634182e-287,3.222066155081358e-287,,,,-1.501339634355859e-291,-1.1455111027873533e-289,1.4867401023152988e-288,0.0,0.0,0.0,0.0,-0.0,0.0,99.02451958435454,0.0,4116,5010,5142,5184,5178
0.00093,0.8170892127436232,0.3959403557263905,98.99267119289907,0.11862,0.12844,0.00047,-0.013300720211897144,8.000035633082023e-05,6.79663210779526,6.232777816840362e-288,2.0656238139859812e-287,1.8021404260076607e-287,,,,5.423095751712831e-291,4.240235619874387e-289,-5.5037000773660286e-288,7.348053601532064e-05,3.652169088540382e-05,0.009032668344540492,1.1044179896738574e-292,-1.581163602823197e-291,2.291867195062472e-291,98.9968350678561,0.0,4116,5010,5142,5184,5178
0.00185,0.8391653371244472,0.38730060706738756,98.9679407560871,0.11879,0.12877,0.00047,-0.013284699475348697,8.00005991094525e-05,6.788813435828237,1.84375800884957e-287,2.6443011048411613e-287,-2.955555019261428e-288,,,,1.3680508687611537e-290,1.0659674255652998e-288,-1.3835811783856595e-287,0.0001482206788326672,7.186622257243586e-05,0.01796583891935044,1.223716369803581e-291,-3.7065643216931335e-291,2.971728707903498e-291,98.972256202047,0.0,4116,5010,5142,5184,5178
0.00278,0.8592216543646295,0.3791524195267188,98.94836629748258,0.11859,0.12882,0.00047,-0.013265173077528048,8.000083186745843e-05,6.779166946412948,3.1759631648215776e-287,3.030298534243981e-287,-2.9840450819417875e-287,,,,2.252642751740398e-290,1.7533262569053414e-288,-2.2757375309982468e-287,0.00022569514902992866,0.00010682912706006591,0.026994088140059602,3.5135374789912795e-291,-6.295118066056407e-291,1.4756897075633838e-291,98.95282316007638,0.0,4116,5010,5142,5184,5178
0.0037,0.876704993364987,0.3718787485710783,98.93536616352291,0.11853,0.12874,0.00047,-0.013241458551047816,8.000101928500231e-05,6.767333562093674,4.468662012649628e-287,3.112014054269177e-287,-6.068165383305584e-287,,,,3.091047902366434e-290,2.4043878093533062e-288,-3.1207804456751035e-287,0.00030403057493537535,0.00014072015955164712,0.03592378945109494,6.963251036576937e-291,-9.066898044748856e-291,-2.6092107869841467e-291,98.93994938021439,0.0,4116,5010,5142,5184,5178
0.00463,0.8913118749929062,0.3658504958761679,98.92958097749268,0.11871,0.1286,0.00047,-0.013213451492229057,8.000112169662661e-05,6.753253828638244,5.530556225742016e-287,2.7864598118641003e-287,-9.239066647616133e-287,,,,3.7530022771841533e-290,2.9178660074320687e-288,-3.7872455805210414e-287,0.0003846813164108231,0.0001743727856309749,0.04494969581235307,1.1524544424292859e-290,-1.175757537589354e-290,-9.591834286369547e-291,98.93427250364819,0.0,4116,5010,5142,5184,5178
0.00556,0.9030184041964401,0.3614172475266799,98.93083057000842,0.11914,0.12856,0.00047,-0.01318166600025729,8.000109928718954e-05,6.737188698382283,6.144760646922169e-287,1.9761492212165703e-287,-1.2082832484461028e-286,,,,4.093494908874021e-290,3.1810618238794667e-288,-4.128855332021793e-287,0.00046653238359146396,0.00020754819464791093,0.05397539527570966,1.685041534551172e-290,-1.3930110925468786e-290,-1.9318138403953527e-290,98.93561189954222,0.0,4116,5010,5142,5184,5178
0.00648,0.9120813259599315,0.3588947180964842,98.93818897908673,0.11855,0.12844,0.00047,-0.013147199645124095,8.000091757239279e-05,6.719701131676166,6.091195806639628e-287,6.475312598751464e-288,-1.4106277437481213e-286,,,,3.9684507036067165e-290,3.0820660294110088e-288,-4.0003574343291676e-287,0.0005484405740145004,0.00024005299240862184,0.06290443265188213,2.2372013054746013e-290,-1.5114072979366235e-290,-3.113623614732918e-290,98.94304390014148,0.0,4116,5010,5142,5184,5178
0.00741,0.9190073608172213,0.35854954513432424,98.95016700798558,0.11854,0.12855,0.00047,-0.013111630510033948,8.000055379023683e-05,6.701602522834386,5.1761682054003186e-287,-1.1711202902691464e-287,-1.478151546019712e-286,,,,3.2550069016258273e-290,2.525527713280685e-288,-3.277991732425331e-287,0.0006319684310948704,0.00027278028864229006,0.07193140684276642,2.751179015929822e-290,-1.4875229989316555e-290,-4.431383619449862e-290,98.95508417061647,0.0,4116,5010,5142,5184,5178
0.00833,0.9244923168732457,0.36058409415812953,98.96497279431449,0.11887,0.12836,0.00047,-0.013076863094383355,8.00000035907809e-05,6.683872811264273,3.2671981429780464e-287,-3.3750094728271596e-287,-1.3608767797107363e-286,,,,1.874952833684676e-290,1.4508742205964332e-288,-1.8831387447755917e-287,0.0007151581975503305,0.00030523191324900137,0.08086252544148502,3.1321943657667444e-290,-1.2823743472421714e-290,-5.712523541718986e-290,98.96994769682524,0.0,4116,5010,5142,5184,5178
