REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_Z,TIME,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time,lead_peak_z,lead_valley_y
3.2242517953562274e-116,-3.81794891497633e-117,-1.2192856811882098e-116,,,,-3.8774977295122596e-116,9.252814811691128e-176,-4.272056607924418e-176,-1.7477241125199697e-175,,,,-7.818153931149825e-177,0.0,3.468173085557026e-116,0.0,3624,4554,4704,4740,4746,4588,4707
3.0635050878675505e-116,-3.603784834879946e-117,-1.2488518789446273e-116,,,,-3.273611386901122e-116,1.1866025147985365e-175,-2.9794281567288016e-176,-1.8521655934757152e-175,,,,-8.970598969770553e-177,0.001,3.327847215587729e-116,0.0,3624,4554,4704,4740,4746,4588,4707
2.690498792141184e-116,-3.135074118894785e-117,-1.2102990528880327e-116,,,,-2.3592544782858977e-116,1.4283508136071083e-175,-1.2603897058611027e-176,-1.8673101601422008e-175,,,,-9.815728380074108e-177,0.002,2.9667986863359096e-116,0.0,3624,4554,4704,4740,4746,4588,4707
2.0861967407024368e-116,-2.3902530820438503e-117,-1.0927195664766955e-116,,,,-1.1283873671620682e-116,1.6324430592776747e-175,8.659635457410844e-177,-1.7749752863726308e-175,,,,-1.0244077468921374e-176,0.003,2.367147226059395e-116,0.0,3624,4554,4704,4740,4746,4588,4707
1.2415537173491987e-116,-1.3599095057334413e-117,-8.877668959176684e-117,,,,4.074840202610803e-117,1.7795217183266686e-175,3.352755824988858e-176,-1.5598135787412863e-175,,,,-1.0149633802685314e-176,0.004,1.5323443585528508e-116,0.0,3624,4554,4704,4740,4746,4588,4707
1.5998444245179295e-117,-4.969157895008482e-119,-5.906449553289254e-117,,,,2.2165918660462917e-116,1.8498529482426592e-175,6.122724419530007e-176,-1.2107691004830685e-175,,,,-9.436773890888372e-177,0.005,6.119486723674665e-117,0.0,3624,4554,4704,4740,4746,4588,4707
-1.140426206822134e-116,1.5171105162601142e-117,-2.0107901389060488e-117,,,,4.2448623312180175e-116,1.8244205804806168e-175,9.066905479409811e-176,-7.225618786903855e-176,,,,-8.027928464299788e-177,0.006,1.1679130730578408e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-2.625152522916641e-116,3.297526393375889e-117,2.757927675288196e-117,,,,6.414794624095601e-116,1.68618945336756e-175,1.204493984355202e-175,-9.711827406885964e-177,,,,-5.871664160035021e-177,0.006,2.6601173324398527e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-4.242086630372031e-116,5.2276363326290834e-117,8.286752628430609e-117,,,,8.625508267760402e-116,1.421496180478201e-175,1.4887294429698504e-175,6.55147842899831e-176,,,,-2.950784368087482e-177,0.007,4.353766586197678e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-5.921215803582322e-116,7.222295163815276e-117,1.4395923137634005e-116,,,,1.0754181924265707e-115,1.0215097907231981e-175,1.7399638675538432e-175,1.5143077459282324e-175,,,,7.100260423043089e-178,0.008,6.136353811244296e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-7.57529600357995e-116,9.176057724874793e-117,2.0836562478809962e-116,,,,1.2659068092457938e-115,4.836894011747021e-176,1.9369534456361602e-175,2.4502542216254375e-175,,,,5.037552438427728e-177,0.009,7.910040028652839e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-9.101674667332516e-116,1.0965483789117217e-116,2.729201445203577e-116,,,,1.4184210499230144e-115,-1.8684784184299566e-176,2.0575491781794251e-175,3.422511304250504e-175,,,,9.904984587127343e-177,0.01,9.565115818732028e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-1.0385377455291812e-115,1.2452953226424617e-116,3.338344531942493e-116,,,,1.5165914877420234e-115,-9.761468089582939e-176,2.079831281444616e-175,4.3806202658750696e-175,,,,1.5129039147582953e-176,0.011,1.0979588769322326e-115,0.0,3624,4554,4704,4740,4746,4588,4707
-1.1303521132915992e-115,1.3492058180817704e-116,3.868020669179539e-116,,,,1.5440929962141483e-115,-1.8605285827632454e-175,1.983449645322205e-175,5.265190596604146e-175,,,,2.0469864276822437e-176,0.012,1.2022958464497175e-115,0.0,3624,4554,4704,4740,4746,4588,4707
-1.173104838618564e-115,1.3934558728571752e-116,4.271526829729032e-116,,,,1.485618605768329e-115,-2.8061081224365306e-175,1.7511309794229636e-175,6.00968256782668e-175,,,,2.5634270579599424e-176,0.013,1.2562052259313517e-115,0.0,3624,4554,4704,4740,4746,4588,4707
-1.1547701394056345e-115,1.3638793414369805e-116,4.5005789597065864e-116,,,,1.327981687907321e-115,-3.768822025712141e-175,1.370295800806339e-175,6.542957605823804e-175,,,,3.028274131061534e-176,0.014,1.2468551853236328e-115,0.0,3624,4554,4704,4740,4746,4588,4707
-1.064606163262206e-115,1.2479329013760431e-116,4.507860871173874e-116,,,,1.0613061393127487e-115,-4.695063496761452e-175,8.347109175713558e-176,6.792594316845146e-175,,,,3.4040538954228616e-176,0.015,1.1628274783723715e-115,0.0,3624,4554,4704,4740,4746,4588,4707
-8.940386941784158e-116,1.0357518848403617e-116,4.250009348161109e-116,,,,6.802512280434612e-116,-5.523004524682575e-175,1.4608657106804528e-176,6.688922314983976e-175,,,,3.65130444865248e-176,0.016,9.953184419834282e-116,0.0,3624,4554,4704,4740,4746,4588,4707
-6.375877674337384e-116,7.212521243895325e-117,3.6909434080084087e-116,,,,1.8520538874164556e-116,-6.184660131707369e-175,-6.844869135021167e-176,6.16967429850797e-175,,,,3.730524173972837e-176,0.017,7.402370160034623e-116,0.0,3624,4554,4704,4740,4746,4588,4707
