REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_Z,REAR_MOMENTUM_X,REAR_MOMENTUM_Y,REAR_MOMENTUM_Z,LEAD_MOMENTUM_X,LEAD_MOMENTUM_Y,LEAD_MOMENTUM_Z,TIME,REAR_RESULT,LEAD_RESULT,kh_time,fc_time,mer_time,br_time,mir_time,lead_peak_z,lead_valley_y
0.8258927515879217,0.41793510914583465,103.80606412991987,0.11869,0.12852,0.00047,0.834185201740683,-2.7205717449318384e-193,1.7312747192368925e-193,3.7596726509629216e-193,,,,3.2146065647227634e-194,1.5540627818024102,-0.8476094203437449,-23.243455826146167,0.0,-0.0,0.0,0.0,103.81019082314424,0.0,4116,5010,5142,5178,5178,5042,5154
0.8434961686177471,0.4115083490052851,103.7936628019161,0.11862,0.12844,0.00047,0.832508872818127,-3.9995524110955436e-193,5.3183133155115815e-194,6.066571783106355e-193,,,,4.3499874027424265e-194,1.5541386094567349,-0.8475717450297031,-23.234026147932077,-3.0524417968468865e-197,-1.0279571239657303e-197,4.463316230502234e-197,0.001,103.79790586878732,0.0,4116,5010,5142,5178,5178,5042,5154
0.8608893718924994,0.4053473457653976,103.78101899940431,0.11879,0.12877,0.00047,0.8308707415792373,-5.289644196236451e-193,-9.312595165792113e-194,8.461357670982452e-193,,,,5.447959068773163e-194,1.5542160267416096,-0.8475346414821076,-23.22459760732797,-7.271818005531465e-197,-8.465272487863001e-198,1.1062250723033796e-196,0.002,103.78538115522858,0.0,4116,5010,5142,5178,5178,5042,5154
0.877823030349624,0.3997447568877973,103.76878196127412,0.11859,0.12882,0.00047,0.8292770350579818,-6.516716890652875e-193,-2.622527118750912e-193,1.0819444224505428e-192,,,,6.436358055443309e-194,1.554295003234991,-0.84749807226512,-23.2151701968714,-1.2634550778550901e-196,7.676879964823522e-198,1.9820054033814189e-196,0.003,103.77326475961773,0.0,4116,5010,5142,5178,5178,5042,5154
0.8940921978040749,0.39498836415326916,103.75755593189918,0.11853,0.12874,0.00047,0.8277369704577483,-7.596015592575963e-193,-4.486142216485739e-193,1.2994296625090336e-192,,,,7.235529543382321e-194,1.554375487880472,-0.8474619735779577,-23.205743852163714,-1.9044892834640576e-196,3.996616345875739e-197,3.0636827090512756e-196,0.004,103.76215991211429,0.0,4116,5010,5142,5178,5178,5042,5154
0.909546824371202,0.39134997386811216,103.74787490860075,0.11871,0.1286,0.00047,0.8262630082530251,-8.43511529877243e-193,-6.445276874762227e-193,1.482184664343515e-192,,,,7.761587024672892e-194,1.5544574134968727,-0.8474262562020028,-23.196318457104574,-2.632661752414432e-196,8.961929449956927e-197,4.32715874563274e-196,0.005,103.7525998627429,0.0,4116,5010,5142,5178,5178,5042,5154
0.924098756936106,0.38907477954389136,103.74018560981764,0.11914,0.12856,0.00047,0.8248706668392508,-8.93790099810293e-193,-8.40258205609635e-193,1.6126799446310808e-192,,,,7.930553172506109e-194,1.5545407020832596,-0.8473908074352643,-23.186893851047184,-3.4217858794489155e-196,1.5706183594962401e-196,5.732920584056989e-196,0.006,103.7450309559743,0.0,4116,5010,5142,5178,5178,5042,5154
0.9377247094500879,0.3883716149515488,103.7348396498805,0.11855,0.12844,0.00047,0.8235778958627076,-9.009536458806036e-193,-1.0241971030944034e-192,1.6730825154846123e-192,,,,7.663307714594e-194,1.5546252705768646,-0.8473554939527412,-23.177469837082555,-4.2370015952274425e-196,2.417498741540491e-196,7.22539281148926e-196,0.006,103.73980488379777,0.0,4116,5010,5142,5178,5178,5042,5154
0.950464999372336,0.3894045683616546,103.73209462314884,0.11854,0.12855,0.00047,0.8224040600887883,-8.562319314356417e-193,-1.1831855971747683e-192,1.64625156699071e-192,,,,6.891205978309994e-194,1.5547110366885282,-0.847320165490418,-23.16804619062997,-5.0351574888512e-196,3.4201449813268542e-196,8.733114076126681e-196,0.007,103.7371798081035,0.0,4116,5010,5142,5178,5178,5042,5154
0.96241821991181,0.39228644012999436,103.73212265095871,0.11887,0.12836,0.00047,0.8213686331116484,-7.522247824475452e-193,-1.3029927678417945e-192,1.5168859771471843e-192,,,,5.562165727090476e-194,1.5547979244387462,-0.8472846592073325,-23.158622667590002,-5.765757160506438e-196,4.54942690820709e-196,1.0169887121494028e-195,0.008,103.73732889926688,0.0,4116,5010,5142,5178,5178,5042,5154
0.9737323957349594,0.3970744459554601,103.73502411778331,0.119,0.12837,0.00047,0.8204897309731102,-5.836048802106504e-193,-1.368949455301714e-192,1.2727851910045285e-192,,,,3.6469530392889475e-194,1.5548858690499912,-0.847248804539985,-23.149199011485354,-6.372523077488572e-196,5.763087241159128e-196,1.1437022768904269e-195,0.009,103.74035401718668,0.0,4116,5010,5142,5178,5178,5042,5154
0.9845934940865617,0.40376840706279815,103.74084383545079,0.11977,0.1279,0.00047,0.81978262314257,-3.478340432862058e-193,-1.366730786556134e-192,9.061708623142406e-193,,,,1.1453340875287708e-194,1.55497482091545,-0.8472124283341218,-23.139774959243557,-6.7956050080124e-196,7.005698913082691e-196,1.242675694288932e-195,0.01,103.74630177970937,0.0,4116,5010,5142,5178,5178,5042,5154
